passage_id,source,lines,confidence,source_most_recent_date,nearest_prior_date,passage_dates,file_version_signal,nearest_prior_version,passage_versions
NATHAN-060436,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13867-13868,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060437,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13869-13871,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060438,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13872-13873,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060439,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13874-13879,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060440,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13880-13881,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060441,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13882-13884,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060442,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13885-13886,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060443,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13887-13892,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060444,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13893-13894,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060445,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13895-13901,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060446,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13902-13903,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060447,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13904-13905,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060448,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13906-13913,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060449,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13914-13921,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060450,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13922-13923,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060451,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13928-13950,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060452,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13951-13959,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060453,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13960-13972,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060454,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13973-13976,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060455,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13977-13984,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060456,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,13985-14009,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060457,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14010-14013,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060458,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14014-14019,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060459,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14020-14034,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060460,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14035-14040,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060461,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14041-14051,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060462,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14052-14053,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060463,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14054-14067,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060464,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14068-14080,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060465,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14081-14108,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060466,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14109-14115,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060467,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14116-14117,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060468,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14140-14143,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060469,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14144-14153,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060470,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14154-14190,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060471,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14191-14194,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060472,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14195-14204,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060473,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14205-14230,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060474,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14231-14238,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060475,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14239-14240,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060476,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14302-14303,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060477,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14339-14342,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,SAT v4,
NATHAN-060478,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14367-14369,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060479,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14370-14377,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060480,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14378-14393,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060481,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14394-14409,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060482,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14410-14424,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060483,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14425-14426,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060484,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14430-14432,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060485,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14433-14442,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060486,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14443-14444,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060487,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14451-14462,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060488,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14463-14464,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060489,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14471-14480,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060490,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14481-14483,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060491,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14506-14528,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060492,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14529-14530,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060493,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14531-14532,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060494,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14533-14536,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060495,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14537-14538,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060496,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14597-14598,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060497,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14606-14609,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060498,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14610-14611,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060499,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14612-14615,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060500,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14616-14617,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060501,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14618-14621,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060502,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14622-14623,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060503,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14624-14627,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060504,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14628-14629,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060505,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14630-14638,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060506,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14639-14644,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060507,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14645-14648,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060508,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14649-14650,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060509,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14651-14654,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060510,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14655-14672,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060511,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14673-14682,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060512,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14683-14684,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060513,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14690-14691,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060514,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14692-14707,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060515,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14708-14714,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060516,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14715-14716,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060517,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14717-14734,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060518,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14735-14756,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060519,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14757-14766,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060520,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14767-14772,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060521,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14773-14774,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060522,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14778-14787,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060523,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14788-14794,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060524,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14795-14807,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060525,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14808-14814,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060526,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14815-14843,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060527,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14844-14850,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060528,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14851-14854,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060529,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14855-14855,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060530,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14856-14858,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060531,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14885-14886,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060532,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14887-14888,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060533,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14889-14890,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060534,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14891-14893,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060535,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14894-14895,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060536,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14896-14897,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060537,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14898-14899,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060538,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14900-14903,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060539,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14904-14905,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060540,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14906-14907,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060541,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14908-14909,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060542,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14910-14911,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060543,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14912-14940,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060544,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14941-14950,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060545,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14951-14952,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060546,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14980-14981,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060547,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14982-14995,certain,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060548,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,14996-15001,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060549,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15002-15009,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060550,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15010-15026,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060551,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15027-15028,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060552,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15077-15079,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060553,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15086-15087,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060554,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15088-15089,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060555,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15092-15093,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060556,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15094-15095,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060557,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15096-15097,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060558,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15100-15101,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060559,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15102-15103,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060560,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15106-15107,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060561,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15108-15109,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060562,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15110-15111,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060563,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15112-15115,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060564,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15116-15134,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060565,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15135-15178,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060566,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15179-15180,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
NATHAN-060567,FREEFORM DISCUSSION/TheorizerEmeritus (former ActiveEdgeGPT).txt,15193-15225,likely,2018,2016,,SAT 1; SAT I; SAT v4; SAT-W; SATiii; SATv,Mark VI,
